Project_ID,Project_Priority,Phase,Team_Size,Duration_Months,Budget,Expenditure,Risk_Rating,Completion_Percent,On_Time,Success
P0470,High,Planning,18,17,404754,349156,7,98,0,0
P0471,High,Closure,7,23,439392,424986,10,34,0,0
P0472,Medium,Monitoring,17,24,313664,405076,2,30,0,0
P0473,High,Execution,5,6,35675,31916,4,27,1,0
P0474,Low,Monitoring,9,21,159359,127046,5,0,0,0
P0475,Medium,Execution,13,22,272318,182598,1,24,0,0
P0476,Low,Monitoring,12,11,102268,85651,1,42,1,0
P0477,Low,Monitoring,11,18,307142,286291,10,83,0,0
P0478,Medium,Monitoring,16,4,194384,177018,3,66,1,0
P0479,Low,Closure,15,3,415328,516955,10,62,1,0
P0480,High,Closure,4,13,115410,115388,3,50,1,0
P0481,Low,Planning,5,23,347369,303266,8,1,0,0
P0482,Medium,Planning,9,9,316958,240472,9,81,1,0
P0483,Medium,Execution,20,21,357235,340564,1,63,0,0
P0484,Medium,Closure,5,6,322863,232008,2,73,0,0
P0485,Low,Execution,12,12,139887,130929,10,68,1,0
P0486,Medium,Planning,9,2,306063,305292,2,8,1,0
P0487,Medium,Execution,11,3,345299,295820,4,1,1,0
P0488,Low,Planning,19,3,343713,266014,2,33,1,0
P0489,High,Closure,13,12,313472,156736,7,59,0,0
P0490,Low,Monitoring,9,15,211554,238795,9,60,1,0
P0491,Medium,Closure,16,9,296762,291022,7,30,0,0
P0492,Medium,Execution,6,23,44675,44028,6,9,0,0
P0493,Low,Execution,8,8,291063,171066,10,75,0,0
P0494,High,Closure,12,11,276317,324939,1,35,1,0
P0495,Medium,Closure,9,16,381513,307864,10,84,1,0
P0496,Medium,Planning,15,22,298544,251445,9,48,0,0
P0497,Medium,Execution,16,4,191517,131407,5,69,1,0
P0498,Low,Execution,6,1,80305,43574,5,48,1,0
P0499,Medium,Closure,10,24,178636,202121,6,2,1,0
P0500,High,Monitoring,7,7,449030,519671,9,73,1,0
P0501,Medium,Execution,3,2,482963,418677,8,4,1,0
P0502,Medium,Monitoring,6,24,98791,75488,8,89,1,0
P0503,High,Closure,5,5,169034,139383,8,60,1,0
P0504,Medium,Closure,11,7,488108,405167,1,84,1,1
P0505,Low,Planning,10,4,489058,322792,1,89,1,1
P0506,Low,Execution,3,5,80533,67772,8,25,1,0
P0507,Low,Monitoring,8,24,197256,183570,5,71,1,0
P0508,High,Planning,11,1,486128,536506,9,4,1,0
P0509,Medium,Execution,9,1,375735,339231,2,14,1,0
P0510,Low,Planning,6,15,151650,88674,9,15,0,0
P0511,High,Closure,15,20,141060,136928,8,0,0,0
P0512,Medium,Execution,19,19,159696,135552,9,15,0,0
P0513,High,Planning,4,10,311338,365536,4,36,1,0
P0514,Low,Planning,7,18,382047,453066,1,2,0,0
P0515,Low,Monitoring,14,3,403605,481456,1,51,1,0
P0516,Low,Planning,10,11,371447,292582,5,46,0,0
P0517,High,Execution,8,15,252188,327332,2,94,1,0
P0518,High,Execution,10,11,386047,374538,8,12,1,0
P0519,Low,Monitoring,20,17,339535,416024,10,79,0,0
P0520,High,Execution,5,17,247501,197871,5,54,0,0
P0521,Low,Closure,14,6,417010,350405,5,20,0,0
P0522,Low,Execution,5,5,330146,315225,2,65,0,0
P0523,Medium,Execution,8,8,307675,286253,7,53,1,0
P0524,High,Planning,4,2,193887,223156,8,26,1,0
P0525,Low,Planning,14,16,14986,12791,10,37,0,0
P0526,Low,Execution,4,20,304442,344909,1,89,0,0
P0527,High,Monitoring,8,24,273625,286334,2,57,0,0
P0528,Medium,Planning,19,12,328552,281674,10,61,1,0
P0529,Medium,Monitoring,5,6,210339,216845,4,45,1,0
P0530,Low,Execution,4,1,131950,106265,5,88,1,1
P0531,High,Execution,10,4,420051,575487,2,10,1,0
P0532,Medium,Closure,14,17,135355,67677,1,71,0,0
P0533,High,Planning,6,13,37798,39105,9,7,1,0
P0534,High,Execution,7,18,101649,55610,1,96,0,0
P0535,Low,Closure,15,5,337031,288117,4,70,1,0
P0536,Medium,Planning,17,24,29477,26024,2,63,1,0
P0537,Low,Execution,18,24,420482,505220,4,20,0,0
P0538,Medium,Execution,12,3,227400,173180,8,71,1,0
P0539,Medium,Planning,18,11,227060,263753,8,62,1,0
P0540,Medium,Planning,14,13,399959,265667,9,84,0,0
P0541,Medium,Planning,19,4,446742,522390,5,63,0,0
P0542,Medium,Execution,18,14,399570,321706,7,19,1,0
P0543,High,Execution,14,22,415105,379691,3,7,0,0
P0544,Low,Closure,10,11,296479,246885,10,57,0,0
P0545,High,Monitoring,5,10,414470,479323,4,45,1,0
P0546,Medium,Planning,18,19,358754,400924,10,30,0,0
P0547,Low,Execution,15,18,283586,280381,9,92,0,0
P0548,Medium,Execution,10,6,318433,213231,10,8,1,0
P0549,Low,Planning,7,15,325891,246698,10,14,1,0
P0550,High,Monitoring,10,21,309471,214860,1,93,0,0
P0551,Low,Planning,14,10,419415,209707,2,25,1,0
P0552,Low,Monitoring,3,5,344971,397497,5,9,0,0
P0553,Low,Execution,8,5,116464,97181,3,28,1,0
P0554,Low,Monitoring,20,10,141184,117507,2,79,0,0
P0555,Low,Closure,10,5,97051,116385,1,35,1,0
P0556,Medium,Execution,9,3,160653,129293,10,83,1,0
P0557,Low,Closure,3,23,255300,186855,3,36,0,0
P0558,Low,Planning,18,6,69722,59615,1,85,0,0
P0559,High,Planning,14,4,102036,68717,1,70,1,0
P0560,Low,Planning,8,18,238634,231205,1,22,0,0
P0561,High,Monitoring,4,9,157595,130058,8,40,0,0
P0562,Medium,Execution,16,17,339104,270790,3,92,0,0
P0563,Low,Planning,6,13,258709,202108,1,79,0,0
P0564,High,Planning,3,15,291696,256329,7,27,1,0
P0565,High,Execution,20,20,151880,139227,10,47,1,0
P0566,Medium,Planning,15,17,245419,195354,3,37,0,0
P0567,Low,Closure,4,13,475741,394030,8,30,1,0
P0568,Low,Execution,11,16,164692,145537,4,13,0,0
P0569,High,Execution,4,22,273031,235766,4,96,0,0
P0570,Low,Execution,11,4,303946,275440,5,72,1,0
P0571,High,Closure,3,5,95024,72661,6,90,1,0
P0572,Low,Execution,13,5,498765,549099,7,87,1,0
P0573,High,Closure,5,9,255809,235182,4,76,1,0
P0574,Low,Execution,6,17,128639,102812,8,89,0,0
P0575,Medium,Monitoring,20,13,390392,378241,6,28,1,0
P0576,Low,Planning,8,2,91938,81376,1,50,0,0
P0577,Low,Monitoring,5,13,227813,126034,1,48,1,0
P0578,Medium,Planning,13,22,262100,253762,9,42,0,0
P0579,Low,Closure,17,21,394890,274882,10,91,0,0
P0580,Medium,Monitoring,7,23,298193,324101,6,91,0,0
P0581,Low,Execution,12,19,349933,298020,10,71,0,0
P0582,High,Planning,14,3,94526,99820,8,86,1,0
P0583,High,Planning,17,10,411062,318144,7,92,1,0
P0584,Low,Monitoring,19,2,493779,451307,6,4,0,0
P0585,Low,Closure,12,13,56220,64205,4,41,1,0
P0586,Low,Monitoring,8,19,318307,269350,7,6,0,0
P0587,High,Closure,20,17,406981,318192,9,41,0,0
P0588,Low,Closure,15,21,389270,401340,10,35,0,0
P0589,High,Planning,5,14,353630,363224,10,26,1,0
P0590,Medium,Monitoring,12,12,448486,354416,7,57,1,0
P0591,High,Monitoring,16,21,85277,42886,1,45,0,0
P0592,High,Closure,8,12,491494,382380,10,65,1,0
P0593,Medium,Monitoring,5,11,493455,510958,9,24,1,0
P0594,High,Execution,18,7,376389,280407,4,72,1,0
P0595,Low,Execution,9,4,132332,118809,3,26,0,0
P0596,Low,Monitoring,16,19,244231,187692,4,0,0,0
P0597,High,Monitoring,11,1,32931,16912,4,86,0,0
P0598,Low,Closure,17,24,99116,75814,10,73,1,0
P0599,High,Execution,5,3,261671,270731,2,41,1,0
P0600,Low,Execution,4,13,327777,163888,1,51,1,0
P0601,Low,Planning,4,15,483918,459931,10,24,1,0
P0602,High,Closure,5,2,61913,41035,1,53,0,0
P0603,Low,Planning,20,11,260216,265859,8,66,1,0
P0604,High,Execution,16,4,104776,109267,2,5,1,0
P0605,Low,Closure,20,19,35991,31154,10,57,0,0
P0606,Low,Monitoring,12,17,195917,169677,5,69,1,0
P0607,Medium,Closure,4,3,114092,84282,4,52,1,0
P0608,Medium,Monitoring,3,18,239577,151145,8,65,1,0
P0609,High,Monitoring,6,8,196384,243441,2,57,1,0
P0610,Medium,Closure,16,22,413777,300809,10,81,0,0
P0611,High,Monitoring,3,24,420117,509836,9,86,0,0
P0612,Medium,Planning,16,19,247113,179922,7,1,0,0
P0613,Low,Execution,18,5,105556,106087,7,75,1,0
P0614,High,Monitoring,16,7,335019,225279,1,21,1,0
P0615,High,Planning,5,21,166989,167770,2,36,1,0
P0616,Low,Monitoring,5,8,334264,279071,4,19,1,0
P0617,High,Execution,11,5,405204,339357,4,23,0,0
P0618,High,Planning,8,17,382185,390594,3,83,0,0
P0619,Medium,Execution,15,5,138467,111628,7,64,0,0
P0620,High,Execution,4,4,417472,256482,8,64,1,0
P0621,Low,Planning,10,22,390634,411048,2,80,1,0
P0622,Medium,Planning,4,19,228800,153483,4,0,1,0
P0623,Medium,Planning,6,21,136155,136604,3,93,0,0
P0624,Low,Closure,17,2,300374,328789,2,2,1,0
P0625,Low,Planning,6,11,69778,57559,6,45,1,0
P0626,Medium,Planning,15,22,55833,63452,4,54,0,0
P0627,High,Planning,14,13,294769,293695,6,74,0,0
P0628,Medium,Planning,15,15,42088,32021,2,87,1,1
P0629,Low,Monitoring,16,12,220722,260515,4,85,1,0
P0630,Medium,Closure,20,22,444383,298476,6,63,0,0
P0631,Low,Execution,8,21,376081,310138,5,44,1,0
P0632,Medium,Planning,13,22,474507,407476,3,25,1,0
P0633,High,Monitoring,4,11,206375,210718,8,76,1,0
P0634,Medium,Monitoring,7,7,86361,96990,7,64,1,0
P0635,Medium,Monitoring,4,5,360373,400215,3,23,1,0
P0636,Low,Execution,12,17,145189,137167,6,73,0,0
P0637,Low,Planning,4,24,100265,84618,4,34,0,0
P0638,Low,Closure,13,20,107718,57607,5,23,0,0
P0639,Medium,Closure,20,9,332854,212084,5,27,1,0
P0640,High,Monitoring,17,14,497642,623710,7,99,1,0
P0641,Low,Execution,11,12,104876,55876,5,79,1,0
P0642,Low,Execution,11,6,470270,349458,3,15,1,0
P0643,Medium,Execution,5,17,40949,46228,10,58,0,0
P0644,Low,Closure,11,19,425763,401044,5,80,0,0
P0645,High,Monitoring,16,19,222954,242040,7,53,0,0
P0646,High,Planning,9,16,340280,343194,5,78,0,0
P0647,Low,Closure,18,12,121541,145109,5,15,1,0
P0648,Low,Monitoring,18,12,205691,197275,9,14,1,0
P0649,Medium,Monitoring,3,20,71842,74190,3,97,1,0
P0650,High,Planning,6,6,498019,376079,6,10,1,0
P0651,High,Planning,6,23,242930,247124,1,64,0,0
P0652,Low,Planning,9,4,299134,245521,10,78,1,0
P0653,Medium,Execution,10,6,157265,127286,5,89,1,1
P0654,High,Planning,19,11,302253,326114,8,67,1,0
P0655,High,Monitoring,7,1,140356,151630,5,42,1,0
P0656,Medium,Planning,9,24,422449,522860,9,68,0,0
P0657,Medium,Monitoring,6,23,254629,311832,6,98,0,0
P0658,High,Closure,8,15,222802,241397,8,12,1,0
P0659,High,Execution,9,11,400277,222518,10,9,1,0
P0660,Medium,Closure,20,19,175582,222205,8,74,0,0
P0661,High,Closure,7,18,273450,296308,3,81,0,0
P0662,Low,Monitoring,5,17,13849,10342,7,97,0,0
P0663,Low,Closure,9,19,22360,23383,7,40,1,0
P0664,Medium,Monitoring,16,21,383216,265395,10,49,0,0
P0665,Medium,Planning,9,14,263279,269525,6,86,1,0
P0666,Medium,Planning,7,18,104767,66709,7,70,1,0
P0667,Low,Monitoring,7,19,271445,200423,2,58,0,0
P0668,High,Planning,4,15,186872,194717,9,38,1,0
P0669,Low,Execution,8,15,440179,490613,10,2,1,0
P0670,High,Closure,17,4,64330,62084,10,75,0,0
P0671,Low,Execution,12,7,61707,52004,1,6,0,0
P0672,High,Closure,9,13,290833,145416,1,48,1,0
P0673,Low,Planning,7,3,39084,33541,3,25,1,0
P0674,Medium,Execution,3,16,50387,50724,3,32,0,0
P0675,Low,Planning,15,9,346960,290283,1,100,1,1
P0676,High,Closure,20,8,12642,11320,7,47,1,0
P0677,Low,Monitoring,15,20,314281,271185,4,78,0,0
P0678,Low,Monitoring,20,13,483048,403663,10,1,1,0
P0679,Low,Execution,7,17,196633,179953,2,70,0,0
P0680,Medium,Planning,15,17,334404,282725,10,31,0,0
P0681,Low,Planning,6,17,156510,186036,5,3,0,0
P0682,Medium,Execution,19,1,320586,160293,6,19,1,0
P0683,Medium,Monitoring,5,8,375205,296723,9,35,0,0
P0684,Low,Closure,19,19,406210,294887,4,31,0,0
P0685,Low,Execution,13,6,264511,249651,2,27,1,0
P0686,Low,Closure,6,3,397988,364329,5,76,1,0
P0687,High,Monitoring,4,5,371719,455147,3,0,1,0
P0688,Low,Planning,18,13,273957,353467,2,59,0,0
P0689,Medium,Monitoring,20,15,365171,272192,1,55,1,0
P0690,Low,Execution,10,14,395633,356109,10,34,1,0
P0691,High,Planning,5,23,94381,88648,2,29,0,0
P0692,Low,Execution,11,16,259880,192424,6,53,0,0
P0693,High,Execution,8,18,327420,335826,8,35,1,0
P0694,High,Monitoring,12,22,313387,267036,3,54,0,0
P0695,Low,Execution,12,22,203984,140029,9,88,0,0
P0696,Medium,Monitoring,15,11,70272,59315,9,79,1,0
P0697,High,Planning,19,3,183123,128271,2,57,1,0
P0698,Low,Monitoring,11,22,482070,533810,8,82,1,0
P0699,Low,Planning,19,10,223808,286544,10,64,1,0
P0700,Medium,Monitoring,11,10,263091,249663,5,68,0,0
P0701,High,Closure,11,21,337762,311502,4,50,0,0
P0702,High,Closure,3,16,274064,255012,10,21,0,0
P0703,Low,Execution,4,12,116121,131965,5,87,1,0
P0704,Low,Monitoring,18,2,480435,543919,4,100,1,0
P0705,Medium,Monitoring,3,9,86872,76175,8,52,1,0
P0706,Medium,Planning,12,24,353276,335795,4,99,0,0
P0707,High,Execution,20,3,274237,282609,10,35,1,0
P0708,High,Monitoring,10,24,285049,191684,6,67,0,0
P0709,Low,Execution,13,15,131759,150537,2,35,1,0
P0710,High,Closure,4,3,427567,533161,5,51,1,0
P0711,Medium,Monitoring,10,19,303125,343442,6,52,0,0
P0712,Medium,Monitoring,10,18,346047,225235,5,81,0,0
P0713,Low,Execution,19,8,342965,173540,2,49,1,0
P0714,Medium,Monitoring,17,17,381344,397262,7,79,1,0
P0715,Medium,Execution,19,8,92289,69028,4,40,1,0
P0716,Medium,Monitoring,15,7,126506,121120,8,17,0,0
P0717,Medium,Planning,7,7,487237,588109,7,21,1,0
P0718,Low,Execution,14,3,88513,68031,7,65,1,0
P0719,Low,Monitoring,3,1,423090,348833,9,20,1,0
P0720,High,Closure,7,4,192003,183429,1,99,1,1
P0721,Medium,Monitoring,10,5,410890,263174,10,43,1,0
P0722,High,Closure,15,1,322660,241488,6,46,1,0
P0723,Low,Closure,10,15,269480,243871,6,38,1,0
P0724,Low,Planning,13,5,272043,228491,6,28,1,0
P0725,Low,Execution,3,13,497790,508582,6,53,1,0
P0726,Low,Monitoring,15,8,201758,293193,10,89,0,0
P0727,Low,Planning,5,8,498067,458135,7,84,1,0
P0728,Low,Monitoring,19,5,341356,249755,10,16,1,0
P0729,Low,Closure,7,9,143498,169851,6,79,1,0
P0730,Medium,Execution,10,1,264024,153724,1,59,1,0
P0731,High,Monitoring,16,4,140970,87714,3,30,1,0
P0732,Low,Monitoring,6,3,100009,78104,2,72,1,0
P0733,Medium,Closure,13,2,209570,176756,6,94,0,0
P0734,Medium,Monitoring,17,8,433159,336211,8,77,1,0
P0735,High,Monitoring,9,23,207467,185412,3,48,0,0
P0736,Low,Closure,13,9,54816,52346,10,100,0,0
P0737,High,Planning,7,2,14138,15746,8,1,0,0
P0738,Low,Closure,7,14,101176,92903,8,47,1,0
P0739,Medium,Planning,10,14,348089,274158,5,13,0,0
P0740,Medium,Execution,12,4,276161,304585,8,58,1,0
P0741,Medium,Planning,8,6,282595,208119,6,96,0,0
P0742,Medium,Planning,17,11,204028,117005,5,98,1,1
P0743,High,Execution,18,3,366007,417683,9,57,1,0
P0744,Low,Planning,19,8,282422,318676,7,57,1,0
P0745,Low,Closure,10,3,231552,171705,8,50,1,0
P0746,High,Planning,10,14,53764,44096,1,83,1,1
P0747,Low,Execution,11,13,133030,95331,2,1,1,0
P0748,Medium,Closure,4,13,404350,390329,8,40,1,0
P0749,Low,Execution,17,2,335087,417655,9,82,1,0
P0750,Medium,Execution,20,13,105667,109954,4,100,1,0
P0751,High,Monitoring,5,19,326462,361440,10,81,0,0
P0752,Low,Monitoring,19,6,375567,399582,10,15,1,0
P0753,High,Execution,6,16,376142,338518,9,3,0,0
P0754,Low,Execution,6,2,70128,78309,4,11,0,0
P0755,Medium,Execution,16,8,229128,240356,10,28,1,0
P0756,High,Monitoring,11,17,294013,349254,10,6,0,0
P0757,Low,Monitoring,11,23,243540,196802,10,13,0,0
P0758,Medium,Planning,20,2,15039,8307,9,11,1,0
P0759,High,Planning,12,10,162353,180057,7,98,1,0
P0760,High,Execution,6,16,122935,119241,2,4,0,0
P0761,Low,Closure,14,6,20442,17187,9,80,0,0
P0762,Low,Closure,10,2,345932,294723,4,31,1,0
P0763,Low,Monitoring,4,2,391873,552908,8,73,1,0
P0764,Medium,Monitoring,15,13,299730,231259,7,42,1,0
P0765,Low,Monitoring,18,24,63053,45987,7,80,1,0
P0766,High,Execution,4,15,191561,175672,8,68,1,0
P0767,High,Closure,13,2,224176,254685,1,44,1,0
P0768,Low,Planning,12,7,96346,130614,5,8,1,0
P0769,Low,Execution,17,3,339231,349907,2,48,1,0
P0770,High,Planning,19,8,415841,268599,2,32,1,0
P0771,Medium,Planning,10,23,44397,57457,1,99,0,0
P0772,Low,Execution,20,14,330815,296445,5,99,0,0
P0773,Low,Planning,11,24,126214,92446,2,17,0,0
P0774,High,Closure,10,23,495001,338640,4,8,0,0
P0775,Low,Planning,16,22,339041,361846,3,61,0,0
P0776,Medium,Closure,20,7,167221,158486,3,56,1,0
P0777,High,Closure,14,21,463246,448892,2,28,0,0
P0778,Low,Closure,16,7,473122,547544,6,77,1,0
P0779,High,Monitoring,19,1,408499,302113,2,24,1,0
P0780,Low,Planning,5,17,410826,481993,8,14,0,0
P0781,Low,Execution,9,9,446542,355522,8,5,1,0
P0782,Low,Execution,19,21,287068,382604,5,41,0,0
P0783,Medium,Planning,14,13,123143,125574,10,28,0,0
P0784,Medium,Monitoring,11,21,382397,273778,7,78,0,0
P0785,High,Monitoring,17,19,479378,239689,4,92,0,0
P0786,Low,Closure,20,21,372441,395452,1,3,0,0
P0787,Low,Planning,15,19,273013,225280,2,81,0,0
P0788,Medium,Planning,10,22,369232,320820,10,56,1,0
P0789,Low,Execution,16,17,273158,287700,10,48,0,0
P0790,Medium,Planning,10,23,20103,22155,4,43,0,0
P0791,Low,Monitoring,16,23,485738,556044,1,79,0,0
P0792,High,Planning,9,10,382461,254348,8,74,1,0
P0793,Low,Execution,14,10,499223,591668,9,13,1,0
P0794,Low,Closure,13,4,436674,342435,4,2,1,0
P0795,Medium,Execution,13,8,493821,246910,10,61,0,0
P0796,Low,Execution,15,22,92409,61388,3,63,1,0
P0797,Low,Closure,20,20,33248,31372,2,44,0,0
P0798,Medium,Execution,4,20,492376,346749,5,81,0,0
P0799,High,Execution,17,18,184588,162878,3,57,1,0
P0800,High,Planning,20,14,432277,418293,10,19,1,0
P0801,Medium,Planning,17,18,165242,142723,7,57,0,0
P0802,Medium,Closure,14,14,18024,14439,6,88,1,0
P0803,Medium,Planning,15,20,485430,315461,1,56,1,0
P0804,Medium,Planning,13,21,244864,221452,8,76,1,0
P0805,Medium,Execution,7,24,358091,179045,2,67,0,0
P0806,High,Monitoring,3,15,184875,141022,5,77,1,0
P0807,High,Planning,5,22,422512,301860,9,96,0,0
P0808,Medium,Monitoring,9,4,363973,310150,8,91,1,0
P0809,Low,Planning,14,13,364852,312800,2,51,1,0
P0810,Medium,Planning,17,23,358808,391815,9,36,0,0
P0811,Low,Closure,7,8,421473,512804,5,7,1,0
P0812,Medium,Closure,17,18,153927,104123,10,43,1,0
P0813,Medium,Closure,10,12,95178,123594,6,97,1,0
P0814,High,Monitoring,12,23,373265,277761,3,4,0,0
P0815,Low,Execution,18,14,292169,273033,3,68,1,0
P0816,Low,Planning,10,2,407674,408559,10,30,1,0
P0817,High,Planning,3,18,73610,102238,8,44,0,0
P0818,High,Planning,14,24,80843,63990,10,8,1,0
P0819,High,Monitoring,7,2,117237,63384,10,31,0,0
P0820,High,Closure,5,11,487177,583675,2,32,1,0
P0821,Low,Execution,3,9,190903,139993,2,66,1,0
P0822,Low,Monitoring,6,12,184499,152706,5,29,0,0
P0823,Medium,Closure,10,17,497025,336212,6,75,0,0
P0824,Medium,Monitoring,5,15,140299,116203,2,28,1,0
P0825,High,Execution,12,17,441722,323305,5,2,0,0
P0826,High,Closure,4,18,15668,16220,7,89,1,0
P0827,High,Monitoring,13,22,232542,213045,10,56,0,0
P0828,Medium,Execution,12,6,188267,143796,10,29,1,0
P0829,Medium,Planning,16,17,345377,379629,8,8,1,0
P0830,Medium,Execution,9,23,165489,157379,7,25,0,0
P0831,Medium,Planning,4,24,354126,187966,8,1,0,0
P0832,Medium,Monitoring,11,18,116133,125881,9,61,0,0
P0833,Medium,Closure,18,8,282895,265065,5,2,0,0
P0834,Medium,Closure,15,9,318362,375077,5,45,1,0
P0835,High,Monitoring,11,6,398793,368797,10,67,0,0
P0836,High,Closure,6,5,279496,207290,4,24,1,0
P0837,High,Closure,12,12,220124,189117,9,50,1,0
P0838,High,Planning,14,11,98835,104842,5,12,0,0
P0839,Medium,Monitoring,19,1,107493,80173,2,43,1,0
P0840,Low,Execution,16,11,301071,244451,10,34,1,0
P0841,Medium,Planning,16,19,182166,155872,8,54,0,0
P0842,Low,Monitoring,4,9,111948,75019,7,86,1,0
P0843,High,Planning,13,2,195194,146148,8,8,1,0
P0844,Medium,Execution,18,12,39493,36906,3,1,1,0
P0845,High,Execution,8,4,495463,565073,4,60,1,0
P0846,Medium,Monitoring,7,4,476755,459319,5,40,0,0
P0847,High,Execution,6,18,303851,270678,6,43,0,0
P0848,Low,Planning,17,15,209886,154002,1,63,0,0
P0849,Low,Execution,6,19,148368,166028,4,30,0,0
P0850,Low,Planning,12,13,166470,164256,10,46,1,0
P0851,Medium,Planning,5,19,307986,233654,5,1,0,0
P0852,Low,Execution,7,17,23261,25115,7,95,0,0
P0853,Medium,Monitoring,8,6,86709,87742,5,81,1,0
P0854,Low,Closure,10,16,105985,78142,1,76,0,0
P0855,Low,Execution,9,24,378760,333204,7,68,1,0
P0856,Medium,Planning,12,12,459920,368600,8,57,0,0
P0857,Medium,Planning,8,19,339317,484106,7,43,0,0
P0858,Low,Execution,16,5,303925,305854,4,73,0,0
P0859,Medium,Monitoring,6,17,285796,267891,8,55,0,0
P0860,Low,Monitoring,15,23,277247,275731,5,42,0,0
P0861,Medium,Planning,19,1,297644,349979,10,88,0,0
P0862,High,Planning,9,24,256404,226487,9,33,0,0
P0863,High,Monitoring,6,23,110336,86284,10,100,0,0
P0864,High,Closure,16,10,438745,468955,5,29,1,0
P0865,High,Execution,5,15,123499,106828,1,70,1,0
P0866,High,Planning,7,23,159524,109436,9,69,0,0
P0867,Low,Planning,18,21,321537,208054,5,54,0,0
P0868,High,Monitoring,6,21,434390,523813,6,66,1,0
P0869,High,Execution,4,11,467666,433212,4,12,1,0
P0870,High,Monitoring,20,13,176508,138044,6,2,1,0
P0871,High,Execution,19,5,319550,272618,8,25,1,0
P0872,Medium,Execution,16,1,335203,355814,3,56,1,0
P0873,Low,Execution,15,24,157026,132108,5,23,0,0
P0874,High,Planning,14,12,354866,216509,2,52,1,0
P0875,High,Closure,8,11,260819,251734,2,69,0,0
P0876,High,Monitoring,6,17,22356,25523,7,42,1,0
P0877,Low,Closure,18,4,138128,155848,10,59,0,0
P0878,Medium,Monitoring,15,15,12187,9604,10,57,0,0
P0879,Low,Execution,6,9,349387,403134,10,48,1,0
P0880,Medium,Planning,19,21,307242,289603,6,41,1,0
P0881,High,Closure,3,20,495687,569162,4,75,0,0
P0882,High,Planning,20,19,162297,164688,5,99,0,0
P0883,Low,Monitoring,19,19,144678,86181,1,65,0,0
P0884,Low,Planning,17,12,329764,411989,7,10,1,0
P0885,Medium,Planning,13,5,436044,396955,8,97,1,0
P0886,Medium,Closure,15,10,136270,138362,9,89,0,0
P0887,Low,Execution,3,17,429705,271225,8,17,0,0
P0888,Medium,Planning,19,5,286531,286836,5,84,1,0
P0889,Low,Execution,8,22,341607,382799,3,99,0,0
P0890,Medium,Monitoring,6,16,475048,611417,10,51,0,0
P0891,Low,Planning,18,7,499196,589091,9,45,1,0
P0892,Low,Closure,17,9,252998,255741,6,43,1,0
P0893,Low,Monitoring,17,3,405807,239882,5,21,1,0
P0894,Medium,Monitoring,8,15,251503,233006,3,52,1,0
P0895,Medium,Closure,17,16,451732,353027,6,58,0,0
P0896,Medium,Planning,16,18,363827,344542,3,93,0,0
P0897,Low,Planning,13,14,72061,47324,10,29,1,0
P0898,Medium,Monitoring,9,3,245497,210628,6,7,1,0
P0899,Medium,Planning,11,12,469952,374346,4,97,1,1
P0900,Low,Execution,18,9,91257,72126,2,56,1,0
P0901,High,Closure,7,7,71753,56853,8,72,1,0
P0902,Low,Execution,12,9,356918,311528,4,19,1,0
P0903,Medium,Planning,20,13,414303,396586,9,24,1,0
P0904,Low,Monitoring,5,18,434032,217016,7,18,0,0
P0905,High,Closure,15,5,33408,16704,2,4,1,0
P0906,Low,Planning,13,13,134116,111619,4,74,1,0
P0907,Medium,Planning,19,4,141208,121501,5,78,0,0
P0908,High,Monitoring,15,2,27413,25708,3,71,0,0
P0909,Medium,Monitoring,8,16,123650,93289,9,82,0,0
P0910,High,Execution,19,9,69500,62681,5,86,1,1
P0911,High,Closure,15,9,356658,330017,2,26,1,0
P0912,Low,Closure,12,6,66358,49973,3,39,0,0
P0913,Low,Monitoring,5,11,76197,84021,9,95,0,0
P0914,Medium,Execution,16,22,233861,218752,7,25,0,0
P0915,Low,Closure,7,24,233492,235685,2,26,1,0
P0916,Low,Monitoring,7,22,271545,248129,9,61,0,0
P0917,High,Planning,19,1,436070,575932,4,82,1,0
P0918,Low,Closure,12,4,86240,87902,9,49,1,0
P0919,High,Execution,7,13,245595,197065,2,41,1,0
P0920,High,Execution,6,23,231135,245972,10,28,1,0
P0921,High,Execution,8,13,288466,165140,4,38,1,0
P0922,Medium,Planning,6,13,385197,355891,5,59,1,0
P0923,Medium,Closure,9,2,16968,16354,2,40,0,0
P0924,Medium,Closure,9,9,299662,277548,10,32,0,0
P0925,High,Planning,20,24,324069,270028,1,82,0,0
P0926,Medium,Closure,5,8,200920,140150,7,100,1,0
P0927,Medium,Planning,3,7,384044,285010,10,82,1,0
P0928,Low,Planning,6,4,365566,336472,1,96,1,1
P0929,Medium,Planning,8,18,273844,185473,8,15,1,0
P0930,Medium,Execution,11,3,365926,458883,3,22,0,0
P0931,High,Closure,16,6,242076,121038,10,6,1,0
P0932,High,Planning,14,12,33199,27731,6,25,1,0
P0933,High,Closure,6,12,447805,412911,7,95,1,0
P0934,High,Execution,14,21,173187,173444,10,11,1,0
P0935,High,Planning,12,8,465150,333426,1,71,1,0
P0936,High,Monitoring,9,22,195388,220174,6,4,0,0
P0937,Medium,Execution,5,22,15520,9641,7,91,0,0
P0938,High,Monitoring,16,1,119814,94266,6,68,1,0
P0939,High,Closure,12,4,177527,181814,4,48,1,0
P0940,Low,Closure,18,21,256356,284052,1,25,0,0
P0941,Medium,Execution,18,11,489681,303210,9,4,0,0
